dataset,seq,frame,class,track_id,gt_id_new,old_hid,no_box,top1,top2,margin,cos_theta,v_obs_norm,occlusion,swap_A,swap_B
SportsMOT,V013,448,S_c,729,14,532,0,0.000000,0.000000,0.000000,,,0.000000,0.362607,-0.965774
SportsMOT,V013,449,S_r,662,10,544,0,0.456804,0.453219,0.003586,0.875726,0.296234,0.000000,-0.003586,-0.003586
SportsMOT,V013,453,S_c,730,12,662,0,0.184094,0.000000,0.184094,,,0.462003,0.630693,-1.085596
SportsMOT,V013,454,S_r,694,6,705,0,0.516066,0.459921,0.056145,0.991473,0.164080,0.000000,-0.056145,-0.108814
SportsMOT,V013,455,S_c,732,4,694,0,0.110463,0.000000,0.110463,,,0.197617,0.749346,-0.547780
SportsMOT,V013,455,S_c,733,10,662,0,0.477843,0.000000,0.477843,,,0.664789,0.269617,-0.915160
SportsMOT,V013,458,S_r,732,6,694,0,0.462857,0.000000,0.462857,-0.972934,0.033831,0.000000,-0.431409,-1.314408
SportsMOT,V013,458,S_c,734,7,659,0,0.031448,0.000000,0.031448,,,0.000000,0.431409,-0.882999
SportsMOT,V013,458,S_c,736,8,657,0,0.000000,0.000000,0.000000,,,0.000000,0.854685,-0.836679
SportsMOT,V013,459,S_c,737,11,656,0,0.000000,0.000000,0.000000,,,0.000000,0.458407,-0.417962
SportsMOT,V013,459,S_c,738,13,676,0,0.168617,0.000000,0.168617,,,0.454807,0.652163,-0.586578
SportsMOT,V013,459,S_r,719,17,728,0,0.486815,0.417962,0.068854,-0.965875,0.237922,0.000000,-0.068854,-0.068854
SportsMOT,V013,460,S_c,740,18,719,0,0.081556,0.000000,0.081556,,,0.000000,-0.081556,-0.603082
SportsMOT,V013,461,S_c,742,9,703,0,0.000000,0.000000,0.000000,,,0.000000,0.789829,-0.906789
SportsMOT,V013,461,S_c,744,17,728,0,0.370895,0.000000,0.370895,,,0.611006,0.418933,-1.277684
SportsMOT,V013,461,S_c,743,20,698,0,0.000000,0.000000,0.000000,,,0.000000,0.789829,-0.906789
SportsMOT,V013,463,S_h,726,14,729,0,0.000000,0.000000,0.000000,,,0.000000,0.912378,-0.931012
SportsMOT,V013,464,S_c,751,3,578,0,0.000000,0.000000,0.000000,,,0.000000,0.877160,-0.942765
SportsMOT,V013,468,S_c,761,4,732,0,0.527689,0.119378,0.408310,,,0.569794,0.449649,-1.246434
SportsMOT,V013,469,S_h,694,1,661,0,0.000000,0.000000,0.000000,,,0.000000,0.456826,-0.853057
SportsMOT,V013,472,S_c,771,1,661,0,0.000000,0.000000,0.000000,,,0.000000,0.788508,-0.855820
SportsMOT,V013,475,S_h,659,0,658,0,0.000000,0.000000,0.000000,,,0.000000,0.915665,-0.929765
SportsMOT,V013,475,S_h,719,14,726,0,0.000000,0.000000,0.000000,,,0.000000,0.915665,-0.929765
SportsMOT,V013,476,S_c,780,5,654,0,0.142882,0.000000,0.142882,,,0.225346,0.711932,-1.128589
SportsMOT,V013,477,S_h,728,14,726,0,0.000000,0.000000,0.000000,,,0.000000,0.425010,-0.965448
SportsMOT,V013,478,S_c,782,0,659,0,0.000000,0.000000,0.000000,,,0.000000,0.849237,-0.966331
SportsMOT,V013,479,S_c,783,14,726,0,0.000000,0.000000,0.000000,,,0.000000,0.459471,-0.888936
SportsMOT,V013,488,S_c,795,14,726,0,0.000000,0.000000,0.000000,,,0.000000,0.976110,-0.942835
SportsMOT,V013,493,S_c,801,4,761,0,0.000000,0.000000,0.000000,,,0.000000,0.950462,-0.925655
SportsMOT,V014,130,S_c,818,15,817,0,0.000000,0.000000,0.000000,,,0.000000,0.906531,-0.962495
SportsMOT,V014,139,S_c,819,14,816,0,0.000000,0.000000,0.000000,,,0.000000,0.914367,-0.905788
SportsMOT,V014,290,S_c,822,0,802,0,0.000000,0.000000,0.000000,,,0.000000,0.897100,-0.888913
SportsMOT,V014,375,S_c,823,14,819,0,0.000000,0.000000,0.000000,,,0.000000,0.903530,-0.854761
SportsMOT,V014,505,S_c,824,14,823,0,0.000000,0.000000,0.000000,,,0.000000,0.917909,-0.872303
SportsMOT,V014,535,S_c,825,15,818,0,0.000000,0.000000,0.000000,,,0.000000,0.873034,-0.917180
SportsMOT,V015,131,S_r,834,8,833,0,0.869629,0.485106,0.384523,-0.133940,0.013359,0.631393,-0.122406,-0.122406
SportsMOT,V015,132,S_r,832,9,834,0,0.873487,0.346793,0.526694,0.305058,0.025042,0.529182,-1.069570,-1.069570
SportsMOT,V015,133,S_h,833,6,832,0,0.697053,0.272233,0.424820,,,0.350774,-1.022630,-1.022630
SportsMOT,V015,235,S_c,836,2,829,0,0.458484,0.000000,0.458484,,,0.798650,0.496663,-1.410845
SportsMOT,V015,245,S_r,836,4,827,0,0.910942,0.540669,0.370273,0.975252,0.035767,0.487723,-0.454622,-0.454622
SportsMOT,V015,247,S_h,827,4,827,0,0.841337,0.333219,0.508118,,,0.612239,-0.502644,-1.116600
SportsMOT,V015,305,S_c,837,6,833,0,0.000000,0.000000,0.000000,,,0.000000,0.943721,-0.886346
SportsMOT,V015,309,S_c,838,9,832,0,0.497511,0.000000,0.497511,,,0.849876,0.286892,-1.452998
SportsMOT,V015,371,S_r,834,5,826,0,0.946064,0.338062,0.608002,0.999925,0.051339,0.535155,-1.257848,-1.257848
SportsMOT,V015,371,S_h,826,8,834,0,0.630522,0.272990,0.357532,,,0.936764,0.292314,-0.965534
SportsMOT,V015,651,S_h,836,3,830,0,0.401447,0.278641,0.122806,,,0.801068,0.409100,-0.612105
SportsMOT,V015,654,S_r,830,2,836,0,0.846860,0.475540,0.371321,0.803751,0.060332,0.672449,-0.756700,-0.756700
SportsMOT,V015,669,S_r,837,5,834,0,0.686595,0.440298,0.246298,-0.475815,0.074739,0.797711,-0.514957,-0.514957
SportsMOT,V015,669,S_r,834,6,837,0,0.926833,0.658174,0.268659,0.999435,0.033621,0.547800,-0.514957,-0.514957
SportsMOT,V015,692,S_c,841,0,831,0,0.000000,0.000000,0.000000,,,0.000000,0.914306,-0.954674
SportsMOT,V015,714,S_c,842,4,827,0,0.000000,0.000000,0.000000,,,0.000000,0.946488,-0.857000
SportsMOT,V015,715,S_c,843,1,828,0,0.378151,0.000000,0.378151,,,0.467482,0.319120,-1.355324
SportsMOT,V015,748,S_r,836,8,826,0,0.754296,0.283650,0.470646,0.690282,0.075147,0.389293,-0.219048,-1.029564
SportsMOT,V015,756,S_c,844,3,836,0,0.362090,0.222920,0.139171,,,0.587935,0.740559,-0.833428
SportsMOT,V015,798,S_c,845,0,841,0,0.000000,0.000000,0.000000,,,0.000000,0.918777,-0.923703
SportsMOT,V016,29,S_c,855,8,854,0,0.152724,0.000000,0.152724,,,0.257637,0.492862,-1.093816
SportsMOT,V016,305,S_c,858,8,855,0,0.000000,0.000000,0.000000,,,0.000000,0.950718,-0.936349
SportsMOT,V016,336,S_c,859,3,849,0,0.000000,0.000000,0.000000,,,0.000000,0.930254,-0.910380
SportsMOT,V016,346,S_c,860,7,853,0,0.000000,0.000000,0.000000,,,0.000000,0.846222,-0.930129
SportsMOT,V016,681,S_c,863,6,852,0,0.350800,0.267692,0.083108,,,0.547535,0.212666,-0.414642
SportsMOT,V016,710,S_c,864,6,863,0,0.467480,0.390196,0.077284,,,0.777445,0.551691,-0.545542
SportsMOT,V016,754,S_r,848,4,846,0,0.746155,0.436132,0.310023,0.822743,0.111285,0.556869,-0.803846,-0.803846
SportsMOT,V016,755,S_h,846,1,848,0,0.507458,0.228924,0.278535,,,0.880740,0.168487,-0.780046
SportsMOT,V016,763,S_r,846,4,848,0,0.949258,0.500934,0.448324,,0.000921,0.662070,-0.833766,-0.833766
SportsMOT,V016,766,S_h,848,4,848,0,0.710113,0.533510,0.176603,,,0.841411,0.021111,-0.598367
SportsMOT,V016,769,S_r,858,1,846,0,0.848592,0.657027,0.191565,0.794187,0.022076,0.704777,-0.477790,-0.477790
SportsMOT,V016,769,S_r,846,8,858,0,0.871543,0.479200,0.392344,,0.033003,0.671906,-0.841892,-0.841892
SportsMOT,V016,798,S_c,867,5,851,0,0.000000,0.000000,0.000000,,,0.000000,0.928152,-0.949206
SportsMOT,V016,834,S_c,868,3,859,0,0.184479,0.082189,0.102290,,,0.452135,0.718765,-0.855841
SportsMOT,V016,860,S_c,869,5,867,0,0.325736,0.063117,0.262620,,,0.305100,0.635038,-1.184865
SportsMOT,V016,864,S_c,870,0,850,0,0.526578,0.000000,0.526578,,,0.673764,0.305151,-1.424645
SportsMOT,V016,867,S_r,869,0,870,0,0.897194,0.450768,0.446426,0.925785,0.026367,0.538894,-0.895741,-0.895741
SportsMOT,V016,867,S_r,870,5,869,0,0.922029,0.472714,0.449315,0.999300,0.055227,0.651794,-0.895741,-0.895741
SportsMOT,V016,927,S_c,872,9,854,0,0.000000,0.000000,0.000000,,,0.000000,0.891550,-0.915390
SportsMOT,V016,937,S_c,873,7,860,0,0.000000,0.000000,0.000000,,,0.000000,0.909527,-0.890347
SportsMOT,V016,962,S_c,874,5,870,0,0.000000,0.000000,0.000000,,,0.000000,0.874411,-0.877064
SportsMOT,V016,995,S_r,873,2,847,0,0.672527,0.347124,0.325402,0.253755,0.073339,0.673587,-0.044387,-0.874041
SportsMOT,V016,995,S_h,847,7,873,0,0.552372,0.271356,0.281016,,,0.569451,0.044387,-0.829654
SportsMOT,V016,1005,S_c,875,8,846,0,0.000000,0.000000,0.000000,,,0.000000,0.959604,-0.917325
SportsMOT,V016,1020,S_c,876,0,869,0,0.000000,0.000000,0.000000,,,0.000000,0.780573,-0.952804
SportsMOT,V017,143,S_r,887,1,885,0,0.900436,0.521392,0.379044,0.999791,0.020541,0.733269,-0.708373,-0.708373
SportsMOT,V017,143,S_r,885,7,887,0,0.860452,0.531123,0.329329,0.899117,0.067042,0.618500,-0.708373,-0.708373
SportsMOT,V017,168,S_c,890,1,887,0,0.577329,0.134194,0.443135,,,0.886029,0.284053,-1.167900
SportsMOT,V017,170,S_r,881,1,887,0,0.831546,0.511597,0.319949,0.297458,0.022317,0.526280,-0.642224,-0.642224
SportsMOT,V017,170,S_r,890,6,881,0,0.815135,0.492861,0.322275,0.333383,0.033046,0.684308,-0.642224,-0.642224
SportsMOT,V017,250,S_c,891,2,878,0,0.057787,0.000000,0.057787,,,0.042089,0.699400,-0.945931
SportsMOT,V017,300,S_c,892,1,881,0,0.000000,0.000000,0.000000,,,0.000000,0.914896,-0.972664
SportsMOT,V017,320,S_c,893,3,886,0,0.000000,0.000000,0.000000,,,0.000000,0.926577,-0.906005
SportsMOT,V017,371,S_c,894,2,891,0,0.000000,0.000000,0.000000,,,0.000000,0.701009,-0.570347
SportsMOT,V017,387,S_c,895,8,882,0,0.000000,0.000000,0.000000,,,0.000000,0.832139,-0.921402
SportsMOT,V017,469,S_c,897,9,883,0,0.000000,0.000000,0.000000,,,0.000000,0.986387,-0.959349
SportsMOT,V017,581,S_r,890,4,884,0,0.945495,0.380033,0.565462,0.939528,0.017409,0.534602,-1.126964,-1.126964
SportsMOT,V017,581,S_r,884,6,890,0,0.882696,0.342738,0.539959,0.941047,0.040195,0.475511,-0.236544,-1.124050
SportsMOT,V017,737,S_c,898,9,897,0,0.000000,0.000000,0.000000,,,0.000000,0.916971,-0.938032
SportsMOT,V017,740,S_c,899,6,884,0,0.100302,0.000000,0.100302,,,0.162609,0.880122,-1.046267
SportsMOT,V017,748,S_c,900,8,895,0,0.000000,0.000000,0.000000,,,0.014058,0.923141,-0.940875
SportsMOT,V017,755,S_r,901,3,893,0,0.920123,0.081787,0.838336,0.998605,0.131517,0.192225,-1.656786,-1.656786
SportsMOT,V017,759,S_c,902,5,880,0,0.000000,0.000000,0.000000,,,0.000000,0.871691,-0.920696
SportsMOT,V017,775,S_c,903,7,885,0,0.000000,0.000000,0.000000,,,0.000000,0.983134,-0.971980
SportsMOT,V017,846,S_c,904,1,892,0,0.000000,0.000000,0.000000,,,0.000000,0.940722,-0.975404
SportsMOT,V017,908,S_r,900,6,899,0,0.767811,0.490863,0.276947,0.903618,0.069012,0.685065,-0.094696,-0.730847
SportsMOT,V017,908,S_r,899,8,900,0,0.939719,0.475460,0.464258,0.369298,0.015855,0.485807,-0.833509,-0.833509
SportsMOT,V017,978,S_c,905,1,904,0,0.000000,0.000000,0.000000,,,0.000000,0.971925,-0.871734
SportsMOT,V017,1022,S_c,906,4,890,0,0.000000,0.000000,0.000000,,,0.160344,0.820343,-0.853287
SportsMOT,V017,1022,S_c,907,5,902,0,0.000000,0.000000,0.000000,,,0.319205,0.820343,-0.853287
SportsMOT,V017,1032,S_c,908,2,894,0,0.000000,0.000000,0.000000,,,0.312144,0.885086,-0.932435
SportsMOT,V017,1032,S_c,909,3,901,0,0.000000,0.000000,0.000000,,,0.334727,0.885086,-0.932435
SportsMOT,V017,1035,S_c,910,2,908,0,0.064817,0.000000,0.064817,,,0.104869,0.872639,-0.969232
SportsMOT,V017,1040,S_c,911,7,903,0,0.000000,0.000000,0.000000,,,0.000000,0.893646,-0.866117
SportsMOT,V017,1043,S_c,916,0,879,0,0.000000,0.000000,0.000000,,,0.000000,0.947211,-0.949759
SportsMOT,V017,1044,S_r,906,2,910,0,0.628905,0.042507,0.586398,0.667963,0.130101,0.107895,-1.161754,-1.161754
SportsMOT,V017,1045,S_c,919,0,879,0,0.000000,0.000000,0.000000,,,0.000000,0.643212,-0.812146
SportsMOT,V017,1045,S_c,918,4,906,0,0.241479,0.091021,0.150458,,,0.464836,0.455323,-0.680474
SportsMOT,V018,232,S_c,930,7,922,0,0.000000,0.000000,0.000000,,,0.000000,0.786911,-0.944128
SportsMOT,V018,245,S_c,931,6,926,0,0.000000,0.000000,0.000000,,,0.000000,0.973707,-0.942169
SportsMOT,V018,248,S_c,932,8,929,0,0.067067,0.000000,0.067067,,,0.067870,0.799102,-0.991848
SportsMOT,V018,359,S_r,930,1,925,0,0.884363,0.176839,0.707524,0.893650,0.023359,0.352794,-1.458008,-1.458008
SportsMOT,V018,362,S_r,925,7,930,0,0.828950,0.434234,0.394716,0.653814,0.053852,0.737030,-0.828482,-0.828482
SportsMOT,V018,380,S_r,927,2,924,0,0.977021,0.461147,0.515874,0.984429,0.014358,0.760090,-0.973667,-0.973667
SportsMOT,V018,380,S_r,924,5,927,0,0.942552,0.484759,0.457793,0.892078,0.012653,0.577576,-0.973667,-0.973667
SportsMOT,V018,471,S_c,935,9,928,0,0.000000,0.000000,0.000000,,,0.000000,0.894413,-0.948695
SportsMOT,V018,503,S_c,936,2,927,0,0.000000,0.000000,0.000000,,,0.000000,0.887244,-0.840246
SportsMOT,V018,514,S_c,937,8,932,0,0.010126,0.000000,0.010126,,,0.001639,0.840601,-0.865956
SportsMOT,V018,523,S_c,938,0,920,0,0.000000,0.000000,0.000000,,,0.000000,0.906048,-0.911566
SportsMOT,V018,534,S_c,939,6,931,0,0.000000,0.000000,0.000000,,,0.000000,0.752808,-0.918025
SportsMOT,V018,537,S_r,940,4,923,0,0.970335,0.359553,0.610782,0.999206,0.068007,0.561940,-0.886339,-0.886339
SportsMOT,V019,278,S_r,951,1,943,0,0.933408,0.223592,0.709817,0.882858,0.024548,0.438577,-1.156796,-1.156796
SportsMOT,V019,281,S_r,949,9,951,0,0.728882,0.470686,0.258196,-0.034518,0.018847,0.799577,-0.812469,-0.812469
SportsMOT,V019,282,S_c,952,7,949,0,0.407327,0.228588,0.178739,,,0.635062,0.305742,-0.701491
SportsMOT,V019,296,S_r,949,7,952,0,0.939094,0.564880,0.374214,0.928137,0.019092,0.693374,-0.777974,-0.777974
SportsMOT,V019,296,S_r,952,9,949,0,0.693853,0.511591,0.182263,0.594461,0.096081,0.599591,0.060746,0.060746
SportsMOT,V019,328,S_r,950,7,949,0,0.897001,0.608630,0.288371,0.693727,0.034362,0.829911,-0.608609,-0.608609
SportsMOT,V019,341,S_h,949,6,948,0,0.690085,0.542213,0.147872,,,0.690857,-0.641333,-0.641333
SportsMOT,V019,343,S_h,948,8,950,0,0.704401,0.512806,0.191595,,,0.846503,0.037417,-0.329594
SportsMOT,V019,388,S_c,953,4,946,0,0.000000,0.000000,0.000000,,,0.000000,0.813521,-0.766185
SportsMOT,V019,408,S_c,954,2,945,0,0.000000,0.000000,0.000000,,,0.000000,0.879879,-0.895831
SportsMOT,V019,447,S_c,955,0,942,0,0.000000,0.000000,0.000000,,,0.000000,0.873726,-0.923041
SportsMOT,V019,456,S_r,956,1,951,0,0.907179,0.000000,0.907179,,0.016968,0.000000,-1.801077,-1.801077
SportsMOT,V019,477,S_r,953,0,955,0,0.943141,0.564248,0.378893,0.999881,0.062445,0.571681,-0.796958,-0.796958
SportsMOT,V019,478,S_h,955,0,955,0,0.541213,0.167179,0.374034,,,0.513007,-0.229248,-0.725452
SportsMOT,V019,600,S_c,957,7,950,0,0.000000,0.000000,0.000000,,,0.000000,0.984891,-0.944879
SportsMOT,V019,606,S_c,958,6,949,0,0.000000,0.000000,0.000000,,,0.000000,0.927606,-0.920508
SportsMOT,V019,616,S_c,959,9,952,0,0.000000,0.000000,0.000000,,,0.000000,0.919198,-0.978619
SportsMOT,V019,628,S_c,960,3,944,0,0.000000,0.000000,0.000000,,,0.000000,0.962903,-0.914359
SportsMOT,V019,639,S_r,961,1,956,0,0.877007,0.072943,0.804064,0.911843,0.036470,0.072256,-1.548428,-1.548428
SportsMOT,V019,666,S_r,962,9,959,0,0.939606,0.000000,0.939606,,0.003468,0.000000,-1.901131,-1.901131
SportsMOT,V019,682,S_c,963,8,948,0,0.105834,0.000000,0.105834,,,0.291113,0.848273,-0.968464
SportsMOT,V019,707,S_r,960,0,955,0,0.625568,0.614444,0.011124,0.924272,0.194935,0.804228,0.511403,-0.236717
SportsMOT,V019,707,S_r,955,3,960,0,0.977145,0.456322,0.520823,0.999531,0.015116,0.402023,-0.855120,-0.855120
SportsMOT,V019,751,S_r,958,3,955,0,0.864351,0.417153,0.447198,0.770433,0.052585,0.720786,-0.933131,-0.933131
SportsMOT,V019,751,S_r,955,6,958,0,0.938824,0.452891,0.485933,-0.391539,0.012127,0.516648,-0.933131,-0.933131
SportsMOT,V019,765,S_c,964,2,954,0,0.000000,0.000000,0.000000,,,0.000000,0.923398,-0.960515
SportsMOT,V019,821,S_c,965,6,955,0,0.620507,0.000000,0.620507,,,0.699324,0.313336,-1.544988
SportsMOT,V019,824,S_r,965,5,947,0,0.942837,0.412773,0.530065,0.984165,0.026800,0.542386,-1.079956,-1.079956
SportsMOT,V019,824,S_r,947,6,965,0,0.984630,0.434738,0.549892,0.995857,0.011223,0.635776,-1.079956,-1.079956
SportsMOT,V019,940,S_c,967,9,962,0,0.000000,0.000000,0.000000,,,0.000000,0.739504,-0.776592
SportsMOT,V019,963,S_c,968,2,964,0,0.000000,0.000000,0.000000,,,0.000000,0.973859,-0.978696
SportsMOT,V019,983,S_c,969,3,958,0,0.000000,0.000000,0.000000,,,0.000000,0.956540,-0.951755
SportsMOT,V019,987,S_c,970,0,960,0,0.202240,0.000000,0.202240,,,0.406362,0.532002,-1.011521
SportsMOT,V019,1327,S_c,972,3,969,0,0.000000,0.000000,0.000000,,,0.000000,0.859775,-0.953301
SportsMOT,V019,1376,S_r,972,0,970,0,0.924385,0.426082,0.498303,0.505084,0.013613,0.710765,-0.958916,-0.958916
SportsMOT,V019,1376,S_r,970,3,972,0,0.940933,0.480320,0.460614,0.939842,0.021710,0.538507,-0.958916,-0.958916
SportsMOT,V019,1440,S_c,975,3,970,0,0.000000,0.000000,0.000000,,,0.000000,0.891525,-0.982131
SportsMOT,V019,1441,S_r,957,0,972,0,0.947243,0.413475,0.533768,0.953476,0.039464,0.479978,-1.032526,-1.032526
SportsMOT,V019,1441,S_r,972,7,957,0,0.867301,0.368543,0.498758,0.316480,0.011304,0.626634,-1.032526,-1.032526
SportsMOT,V019,1469,S_c,976,1,961,0,0.000000,0.000000,0.000000,,,0.000000,0.946101,-0.801931
SportsMOT,V019,1571,S_r,947,4,953,0,0.673913,0.505308,0.168605,-0.939691,0.037418,0.664706,-0.779083,-0.779083
SportsMOT,V019,1571,S_r,953,6,947,0,0.910795,0.300317,0.610478,0.826084,0.016301,0.626153,-0.779083,-0.779083
SportsMOT,V019,1619,S_c,979,2,968,0,0.000000,0.000000,0.000000,,,0.000000,0.908472,-0.962383
SportsMOT,V019,1656,S_c,980,5,965,0,0.000000,0.000000,0.000000,,,0.000000,0.809818,-0.932461
SportsMOT,V019,1659,S_c,981,9,967,0,0.138474,0.000000,0.138474,,,0.234609,0.788604,-1.082815
SportsMOT,V019,1739,S_c,982,6,953,0,0.000000,0.000000,0.000000,,,0.000000,0.937276,-0.976655
SportsMOT,V019,1745,S_c,983,0,957,0,0.000000,0.000000,0.000000,,,0.000000,0.662118,-0.931376
SportsMOT,V020,136,S_c,994,1,987,0,0.374234,0.246807,0.127427,,,0.558492,0.374125,-0.420124
SportsMOT,V020,204,S_c,995,1,994,0,0.463012,0.394662,0.068349,,,0.788164,0.618195,-0.699608
SportsMOT,V020,234,S_c,996,1,995,0,0.497143,0.000000,0.497143,,,0.749346,0.384780,-1.466040
SportsMOT,V020,285,S_r,993,1,996,0,0.953171,0.409041,0.544130,0.930751,0.031134,0.534330,-1.061300,-1.061300
SportsMOT,V020,285,S_r,996,9,993,0,0.937240,0.420070,0.517170,0.757459,0.029080,0.621145,-1.061300,-1.061300
SportsMOT,V020,407,S_c,997,1,993,0,0.000000,0.000000,0.000000,,,0.004341,0.914060,-0.927421
SportsMOT,V020,411,S_c,998,2,986,0,0.000000,0.000000,0.000000,,,0.000000,0.864735,-0.909349
SportsMOT,V020,447,S_c,999,0,984,0,0.000000,0.000000,0.000000,,,0.000000,0.977295,-0.894404
SportsMOT,V020,454,S_c,1000,5,989,0,0.121892,0.000000,0.121892,,,0.141336,0.662853,-1.025245
SportsMOT,V020,470,S_c,1001,4,988,0,0.000000,0.000000,0.000000,,,0.000000,0.925113,-0.959586
SportsMOT,V020,645,S_c,1005,9,996,0,0.634827,0.000000,0.634827,,,0.880613,0.334284,-1.597475
SportsMOT,V021,104,S_c,1016,3,1014,0,0.639573,0.399020,0.240554,,,0.929385,0.319071,-0.742442
SportsMOT,V021,118,S_c,1017,9,1007,0,0.000000,0.000000,0.000000,,,0.000000,0.796776,-0.819025
SportsMOT,V021,209,S_c,1019,0,1013,0,0.000000,0.000000,0.000000,,,0.000000,0.895612,-0.813743
SportsMOT,V021,210,S_c,1020,1,1011,0,0.000000,0.000000,0.000000,,,0.000000,0.766571,-0.817781
SportsMOT,V021,238,S_r,1009,4,1008,0,0.706461,0.266610,0.439851,0.497701,0.089525,0.510057,-1.038372,-1.038372
SportsMOT,V021,238,S_r,1008,6,1009,0,0.950096,0.351575,0.598521,0.999852,0.031340,0.333833,-1.038372,-1.038372
SportsMOT,V021,288,S_c,1021,1,1020,0,0.047492,0.000000,0.047492,,,0.145086,0.905632,-0.999724
SportsMOT,V021,305,S_c,1022,8,1015,0,0.137367,0.000000,0.137367,,,0.361711,0.744949,-1.103093
SportsMOT,V021,310,S_c,1023,0,1019,0,0.008957,0.000000,0.008957,,,0.060732,0.843780,-0.870297
SportsMOT,V021,313,S_c,1024,2,1010,0,0.332868,0.047884,0.284983,,,0.516617,0.573815,-1.198083
SportsMOT,V021,340,S_c,1025,3,1016,0,0.020107,0.000000,0.020107,,,0.000000,0.857277,-0.901091
SportsMOT,V021,346,S_c,1026,6,1008,0,0.000000,0.000000,0.000000,,,0.000000,0.891629,-0.963591
SportsMOT,V021,477,S_r,1026,3,1025,0,0.971308,0.433413,0.537895,0.984296,0.034358,0.530922,-0.259814,-0.938022
SportsMOT,V021,477,S_r,1025,6,1026,0,0.911128,0.447506,0.463622,0.130811,0.012687,0.753321,-1.018019,-1.018019
SportsMOT,V021,509,S_r,1022,7,1006,0,0.970225,0.490687,0.479538,0.994117,0.016794,0.528062,-0.929038,-0.929038
SportsMOT,V021,509,S_r,1006,8,1022,0,0.883000,0.433499,0.449501,0.992651,0.047253,0.722574,-0.929038,-0.929038
SportsMOT,V021,583,S_r,1006,7,1022,0,0.947234,0.313238,0.633997,0.998873,0.063364,0.403057,-1.135545,-1.135545
SportsMOT,V021,583,S_r,1022,8,1006,0,0.853845,0.352297,0.501548,0.974330,0.019978,0.655122,-1.135545,-1.135545
SportsMOT,V021,688,S_c,1027,5,1012,0,0.026944,0.000000,0.026944,,,0.122099,0.882323,-0.948360
SportsMOT,V021,728,S_c,1028,9,1017,0,0.000000,0.000000,0.000000,,,0.000000,0.956761,-0.894138
SportsMOT,V021,776,S_c,1029,4,1009,0,0.000000,0.000000,0.000000,,,0.000000,0.961751,-0.967491
SportsMOT,V021,813,S_r,1023,6,1025,0,0.815572,0.649785,0.165787,0.422722,0.034978,0.534655,-0.152179,-0.152179
SportsMOT,V021,821,S_h,1025,6,1023,0,0.756698,0.551771,0.204928,,,0.657131,-0.667430,-0.667430
SportsMOT,V021,823,S_h,1023,6,1025,0,0.620966,0.436002,0.184963,,,0.645566,-0.585526,-0.585526
SportsMOT,V021,828,S_r,1027,0,1023,0,0.752719,0.180294,0.572424,0.597276,0.049789,0.570255,-1.312068,-1.312068
SportsMOT,V021,829,S_c,1030,5,1027,0,0.308998,0.278525,0.030473,,,0.436158,0.862126,-0.937400
SportsMOT,V022,51,S_c,1041,5,1040,0,0.000000,0.000000,0.000000,,,0.000000,0.848167,-0.836148
SportsMOT,V022,334,S_c,1043,6,1036,0,0.000000,0.000000,0.000000,,,0.000000,0.907807,-0.968747
SportsMOT,V022,345,S_c,1044,9,1033,0,0.000000,0.000000,0.000000,,,0.000000,0.407290,-0.705695
SportsMOT,V022,512,S_r,1034,4,1037,0,0.866820,0.402152,0.464667,0.894961,0.068091,0.478866,-0.684062,-0.684062
SportsMOT,V022,512,S_r,1037,7,1034,0,0.690606,0.471212,0.219395,0.086423,0.023291,0.719205,-0.006417,-0.684062
SportsMOT,V022,561,S_c,1046,3,1038,0,0.000000,0.000000,0.000000,,,0.000000,0.925186,-0.951011
SportsMOT,V022,590,S_c,1047,0,1031,0,0.000000,0.000000,0.000000,,,0.000000,0.856210,-0.813363
SportsMOT,V022,590,S_c,1048,3,1046,0,0.000000,0.000000,0.000000,,,0.000000,0.856210,-0.813363
SportsMOT,V022,599,S_c,1049,1,1035,0,0.000000,0.000000,0.000000,,,0.000000,0.909534,-0.953160
SportsMOT,V022,637,S_r,1044,1,1049,0,0.807302,0.538815,0.268487,0.101826,0.052347,0.623758,-0.475108,-0.475108
SportsMOT,V022,637,S_r,1049,9,1044,0,0.726841,0.520220,0.206621,-0.697286,0.063381,0.689727,-0.475108,-0.475108
SportsMOT,V022,684,S_r,1037,3,1048,0,0.951260,0.353185,0.598075,0.926835,0.031574,0.680555,-0.973841,-0.973841
SportsMOT,V022,684,S_r,1048,7,1037,0,0.829575,0.453809,0.375766,-0.855890,0.018152,0.544172,0.067262,-0.973841
SportsMOT,V023,214,S_c,1062,0,1056,0,0.000000,0.000000,0.000000,,,0.000000,0.881608,-0.907690
SportsMOT,V023,221,S_c,1063,6,1053,0,0.060671,0.000000,0.060671,,,0.053819,0.702724,-0.941373
SportsMOT,V023,228,S_c,1064,5,1055,0,0.000000,0.000000,0.000000,,,0.000000,0.846361,-0.929576
SportsMOT,V023,270,S_r,1054,2,1057,0,0.821459,0.722045,0.099414,0.629895,0.053431,0.844365,-0.432690,-0.432690
SportsMOT,V023,276,S_r,1057,9,1054,0,0.696893,0.645444,0.051449,,0.079274,0.991045,-0.249526,-0.249526
SportsMOT,V023,296,S_r,1054,0,1062,0,0.839455,0.586270,0.253185,0.444038,0.041860,0.782387,-0.452916,-0.452916
SportsMOT,V023,296,S_r,1062,2,1054,0,0.751396,0.587169,0.164227,-0.626309,0.044805,0.809506,0.137761,-0.603474
